id,long,lat,facility,type,ownership,status,ward_code,ward_name,lga_code,lga_name
970,8.543495,10.282037,Alhheri Nursing And Maternity Ramin Kura,Primary,Public,Unknown,KD1709,Raminkura,19017,Lere
971,8.03468,11.363075,Lafiya Tafi Kudi Clinic And Maternity,Primary,Public,Unknown,KD0508,Rumi,19005,Ikara
972,7.796152,11.225383,Tashan Jirgi Health Clinic,Primary,Public,Unknown,KD1609,Taba,19016,Kudan
973,7.44067,10.50399,Mt Horeb Specialist Hospital,Tertiary,Private,Functional,KD0904,Kabala,19009,Kaduna North
974,8.01031,9.45246,Kwoi Primary Health Clinic,Primary,State Primary HealthCare Development Agency,Functional,KD0608,Sabchem,19006,Jaba
975,8.4525731,9.2246926,Primary Health Center Jagindi Tasha,Primary,Others,Functional,KD2005,Gwantu,19020,Sanga
976,7.972546,9.847482,Nakowa Hospital And Maternity,Primary,Public,Unknown,KD0807,Gumel,19008,Kachia
977,7.405843,10.407762,Zaitun Clinic Buwaya,Primary,Public,Unknown,KD0203,Kakau,19002,Chikun
978,7.48415,9.80444,Elitu Nursing Home,Others,Private,Unknown,KD0805,Dokwa,19008,Kachia
979,7.433022,10.471117,Bio Clinics,Primary,Public,Unknown,KD1002,Barnawa,19010,Kaduna South
980,7.684,9.44814,Rafin Kimba Health Clinic,Primary,State Primary HealthCare Development Agency,Functional,KD1110,Kushe,19011,Kagarko
981,7.886119,11.134001,Suddu Primary Health Center,Primary,Public,Functional,KD2106,Kwasallo,19021,Soba
982,8.354931,9.429972,Godogodo Primary Health Center,Primary,Public,Functional,KD0705,Godogodo,19007,Jema'A
983,8.144981,11.037748,Lungu Health Post,Primary,Public,Functional,KD2101,Danwata,19021,Soba
984,7.666086,9.703149,Unguwan Toka Health Clinic,Primary,Public,Unknown,KD0803,Awon,19008,Kachia
985,8.174721,9.701288,Farman Primary Health Facility,Primary,Public,Functional,KD2201,Gidan Jatau,19022,Zangon Kataf
986,8.514005,9.098228,Kontogora Primary Health Center,Primary,Public,Functional,KD2009,Ninzo South,19020,Sanga
987,8.592898,9.37003,Ercc Clinic Ungwar Ibrahim,Primary,Public,Unknown,KD2006,Karshi,19020,Sanga
988,7.446949,10.583385,Kawo General Hospital,Primary,Public,Functional,KD0905,Kawo,19009,Kaduna North
989,7.474118,11.203136,Barin Malamai Health Post,Primary,Public,Functional,KD0306,Kakangi,19003,Giwa
990,8.006421,9.45911,Forgyei Primary Health Center,Primary,Public,Functional,KD0604,Fada,19006,Jaba
991,8.036198,9.533649,Fafek Health Post,Primary,Public,Functional,KD0601,Chori,19006,Jaba
992,7.267482,11.010194,Toroko Health Post,Primary,Public,Functional,KD0307,Kidandan,19003,Giwa
993,8.4559,9.66864,Maternity Child Hospital Kaura,Primary,Public,Unknown,KD1305,Kaura,19013,Kaura
994,6.276391,10.552674,Naserewa Health Clinic,Primary,Public,Unknown,KD0106,Randagi,19001,Birnin Gwari
995,7.16381,10.1246,Gadami Health Post,Primary,Public,Unknown,KD0201,Chikun,19002,Chikun
996,7.294388,9.372528,Tanko Health Post,Primary,Public,Functional,KD1102,Iddah,19011,Kagarko
997,7.986728,9.559041,Unguwar Isa Primary Health Center,Primary,Public,Functional,KD0605,Fai,19006,Jaba
998,8.287903,9.787109,Zonkwa 2 Primary Health Clinic,Primary,State Primary HealthCare Development Agency,Unknown,KD2210,Zonkwa,19022,Zangon Kataf
999,8.28966,9.58087,Kawa Hospital Maternity,Primary,Public,Unknown,KD0707,Kafanchan A,19007,Jema'A
1000,7.752154,10.463313,Ekuzeh Clinic,Primary,Public,Functional,KD1209,Rimau,19012,Kajuru
1001,7.436892,10.445983,Ecwa Community Health Programe,Primary,NGO/Humanitarian,Unknown,KD0212,Yelwa,19002,Chikun
1002,8.607217,10.256672,Durumi Health Clinic,Primary,Public,Functional,KD1707,Lazuru Tuddai,19017,Lere
1003,7.410417,10.46685,Ark Of God Covenant Clinics And Maternity,Primary,Public,Unknown,KD1004,Kakuri Hausa,19010,Kaduna South
1004,8.393576,10.887049,Danhauya Health Clinic,Primary,Public,Functional,KD1502,Damau,19015,Kubau
1005,7.839905,10.33533,Sabon Garin Afogo Health Clinic,Primary,State Ministry Of Health,Functional,KD1201,Afogo,19012,Kajuru
1006,7.000399,11.120481,Kutemeshi Health Center,Primary,Public,Functional,KD0109,Kutemeshi,19001,Birnin Gwari
1007,7.688711,11.19791,Anguwar Rimi Health Clinic,Primary,Public,Functional,KD1901,Basawa,19019,Sabon Gari
1008,8.528112,10.318911,Nazangi Health Clinic,Primary,Public,Functional,KD1709,Raminkura,19017,Lere
1009,7.7404883,10.3012617,Primary Health Center Kufana,Primary,Others,Functional,KD1207,Kufana,19012,Kajuru
1010,7.433217,10.448382,Holiness Nursing And Maternity,Primary,Public,Unknown,KD1012,Television,19010,Kaduna South
1011,7.511474,11.132028,Danza Health Clinic,Primary,Public,Functional,KD0310,Wazata,19003,Giwa
1012,8.309007,9.62156,Matsirga Primary Health Center,Primary,Public,Functional,KD2205,Madakiya,19022,Zangon Kataf
1013,7.718995,11.082881,Dan Dutse Primary Health Center,Primary,Public,Functional,KD2310,Tudun Wada,19023,Zaria
1014,8.36582,10.187803,Kinugu Health Clinic,Primary,Public,Functional,KD1402,Bital,19014,Kauru
1015,7.52608,10.84268,Wusono Health Center,Primary,Public,Functional,KD0410,Sabon Birnin,19004,Igabi
1016,6.78816,11.17746,Mai Kasuwa Health Center,Primary,State Primary HealthCare Development Agency,Unknown,KD0110,Kuyello,19001,Birnin Gwari
1017,7.417085,10.51278,Bima Road Primary Health Center,Unknown,Unknown,Functional,KD1008,Tudun Nupawa,19010,Kaduna South
1018,7.90467,9.47144,Kushamfa Health Clinic,Primary,State Primary HealthCare Development Agency,Functional,KD1107,Katugal,19011,Kagarko
1019,7.703009749,11.13217445,Kwangila Maternity And Primary Health Center,Unknown,Unknown,Functional,KD1905,Hanwa,19019,Sabon Gari
1020,8.46077,9.229718,Rhilama Clinic Gwantu,Primary,Public,Unknown,KD2005,Gwantu,19020,Sanga
1021,7.988623,11.460122,Yauran Health Post,Primary,Public,Functional,KD0508,Rumi,19005,Ikara
1022,8.23289,9.35234,Bethsaida Comprehensive Center,Primary,Public,Unknown,KD0706,Jagindi,19007,Jema'A
1023,7.735519,11.278056,Dan Dako Health Post,Primary,Public,Functional,KD1610,Zabi,19016,Kudan
1024,7.410315,10.47606,Alheri Hospital And Maternity,Primary,Public,Unknown,KD1005,Makera,19010,Kaduna South
1025,7.457148,11.243458,Sabon Birni Health Post,Primary,Public,Functional,KD0306,Kakangi,19003,Giwa
1026,8.161839,9.67315,Bale Health Clinic,Primary,Public,Functional,KD2204,Kamantan,19022,Zangon Kataf
1027,7.40522,10.520573,Aitam Hospital,Primary,Public,Functional,KD1007,Sabon Gari South,19010,Kaduna South
1028,7.95422,9.646565,Gantan Health Post,Primary,Public,Unknown,KD0811,Kwaturu,19008,Kachia
1029,7.948648,9.894054,Ungwar Mission Health Clinic,Primary,Public,Functional,KD0808,Kachia,19008,Kachia
1030,8.211634,11.275017,Furana Primary Health Care Center,Primary,Public,Functional,KD0504,Kurmin Kogi,19005,Ikara
1031,7.72624,10.55672667,Primary Health Clinic Gwaraji,Primary,Others,Unknown,KD0404,Gwaraji,19004,Igabi
1032,7.4322,10.50413,Children Specialist Hospital,Others,Private,Unknown,KD0902,Dadi Riba,19009,Kaduna North
1033,7.368805,9.471089,Gujeni Health Facility,Primary,Public,Functional,KD1103,Jere North,19011,Kagarko
1034,7.67079,11.2386,Musawa Health Clinic,Primary,Public,Functional,KD1608,Sabon Garin,19016,Kudan
1035,7.995395,9.583053333,Health Clinic Unguwan Galadima,Primary,Others,Unknown,KD0605,Fai,19006,Jaba
1036,7.74913,9.56133,Kagaro Primary Health Center,Unknown,Unknown,Unknown,KD1110,Kushe,19011,Kagarko
1037,7.3447,10.67249,Kutungare Primary Health Center,Primary,State Primary HealthCare Development Agency,Functional,KD0401,Afaka,19004,Igabi
1038,8.275768,9.802739,Unguwar Ishaya Primary Health Center,Primary,Public,Functional,KD2210,Zonkwa,19022,Zangon Kataf
1039,7.615971,10.528446,Tokache Health Clinic,Primary,Public,Functional,KD0204,Kujama,19002,Chikun
1040,7.399292,10.51844,Al Tabib,Primary,Public,Unknown,KD1006,Sabon Gari North,19010,Kaduna South
1041,7.801635136,11.19789832,Primary Health Center Likoro,Primary,Others,Functional,KD1607,Likoro,19016,Kudan
1042,7.96533,9.73913,Agape Clinic And Maternity,Primary,Public,Unknown,KD0807,Gumel,19008,Kachia
1043,7.974812,9.53768,Fai Primary Health Center,Primary,Public,Functional,KD0605,Fai,19006,Jaba
1044,7.447785,10.559067,Badarawa Primary Health Care Center,Primary,Public,Functional,KD0901,Badarawa,19009,Kaduna North
1045,8.061733,10.899387,Anguwar Galadima Health Clinic,Primary,Public,Unknown,KD2103,Garu,19021,Soba
1046,7.411833333,10.48485167,Primary Health Center Down Quater,Primary,Others,Functional,KD1005,Makera,19010,Kaduna South
1047,8.054318333,9.594446667,Artong Health Center,Unknown,Unknown,Unknown,KD0810,Kurmin Musa,19008,Kachia
1048,7.418794,11.202436,Dokan Waziri A Health Post,Primary,Public,Functional,KD0311,Yakawada,19003,Giwa
1049,8.446275,9.207438,Gwantu Primary Health Center,Primary,Public,Unknown,KD2007,Nandu,19020,Sanga
1050,8.55533,10.484678,James Health Clinic,Primary,Public,Unknown,KD1706,Kudaru,19017,Lere
1051,8.38428,9.466336,Gidan Waya Primary Health Center,Primary,Public,Unknown,KD0704,Gidan Waya,19007,Jema'A
1052,7.679412,11.076264,St Lukes Anglican Hospital Wusasa,Tertiary,Private,Functional,KD2305,Kufena,19023,Zaria
1053,6.23012,10.66733,Ungwan Bagudu Health Center,Primary,State Primary HealthCare Development Agency,Unknown,KD0102,Kakangi,19001,Birnin Gwari
1054,7.99377,10.01572,Ikonaaccah,Others,Others,Unknown,KD0801,Agunu,19008,Kachia
1055,7.74276,11.35809,Damaski Health Clinic,Primary,Public,Functional,KD1606,Kudan,19016,Kudan
1056,7.737749,11.309198,Kudan Primary Health Care,Primary,Public,Functional,KD1606,Kudan,19016,Kudan
1057,7.684901809,9.444590002,Rafin Kimba Health Center,Primary,Others,Functional,KD1110,Kushe,19011,Kagarko
1058,7.81103,9.44663,Salama Nursing Home,Others,Private,Unknown,KD1107,Katugal,19011,Kagarko
1059,8.18901,10.45287,Kware Clinic,Unknown,Unknown,Unknown,KD1404,Dawaki,19014,Kauru
1060,7.56528,9.52219,Soban Ice Health Clinic,Primary,State Primary HealthCare Development Agency,Unknown,KD1106,Kagarko South,19011,Kagarko
1061,7.708054,11.131568,Mummy Martanity And Nursy Home,Primary,Public,Unknown,KD1905,Hanwa,19019,Sabon Gari
1062,7.46421,10.46175,Faith Clinic U Pama,Primary,NGO/Humanitarian,Unknown,KD0211,Sabon Tasha,19002,Chikun
1063,7.738,11.11125,Marki Clinic,Primary,Public,Unknown,KD1910,Unguwar Gabas,19019,Sabon Gari
1064,7.004731667,11.11507667,Unguwan Gajere Primary Health Center,Unknown,Unknown,Functional,KD0109,Kutemeshi,19001,Birnin Gwari
1065,8.04328,9.45379,Sambam Gida Primary Health Center,Primary,State Primary HealthCare Development Agency,Functional,KD0610,Samban,19006,Jaba
1066,7.9656278,11.386239,Gidan Dahiru Ja Health Center,Primary,Others,Functional,KD0508,Rumi,19005,Ikara
1067,7.453726,9.699708,Anglican Medical Center,Primary,Public,Unknown,KD0809,Katari,19008,Kachia
1068,7.732894,11.308864,Nakowa,Primary,Public,Unknown,KD1606,Kudan,19016,Kudan
1069,7.81373,9.44055,Sauki Clinic Kuracha,Others,Private,Unknown,KD1107,Katugal,19011,Kagarko
1070,7.400252,10.524025,Barka Specialist Hospital,Tertiary,Private,Unknown,KD1013,Unguwan Sanusi,19010,Kaduna South
1071,7.81236,9.59906,Sauki Clinic,Unknown,Unknown,Unknown,KD1101,Aribi,19011,Kagarko
1072,8.22167,9.24916,Ecwa Health Clinic Kogum,Primary,NGO/Humanitarian,Unknown,KD0706,Jagindi,19007,Jema'A
1073,7.549453108,11.27691325,Danmahawayi Health Post,Primary,Others,Functional,KD0301,Danmahawayi,19003,Giwa
1074,8.084433,10.174978,Pare Community Health Clinic,Primary,Public,Functional,KD2203,Ikulu,19022,Zangon Kataf
1075,8.604308,10.087287,Piti Warsa Health Clinic,Primary,Public,Functional,KD1703,Garu Mariri,19017,Lere
1076,7.880530218,11.37954334,Fulatan Health Center,Primary,Others,Functional,KD1810,Tudun Wada,19018,Makarfi
1077,7.404472,10.511733,Salamat Hospital,Primary,Public,Functional,KD1006,Sabon Gari North,19010,Kaduna South
1078,6.85345,11.16395,Kwaza Kwaza Health Center,Primary,State Primary HealthCare Development Agency,Unknown,KD0110,Kuyello,19001,Birnin Gwari
1079,7.412553,10.456474,Three Primary Health Care,Primary,Public,Unknown,KD1003,Kakuri Gwari,19010,Kaduna South
1080,8.581953,9.379862,Bature Medical Center,Primary,Public,Unknown,KD2006,Karshi,19020,Sanga
1081,7.4195,10.458842,312 Artillery Hospital,Others,Public,Functional,KD1003,Kakuri Gwari,19010,Kaduna South
1082,7.413668,10.510993,Fhu Tudun Wada Health Post,Primary,Public,Functional,KD1010,Tudun Wada South,19010,Kaduna South
1083,7.746878,11.247345,Lafiya Health Clinic,Primary,Public,Functional,KD1602,Garu,19016,Kudan
1084,7.4278,10.50924,Restoration Hospital,Others,Private,Unknown,KD0907,Sardauna,19009,Kaduna North
1085,7.057678,11.03552,Takama Health Clinic,Primary,State Ministry Of Health,Functional,KD0107,Damari,19001,Birnin Gwari
1086,8.556537,9.056035,Abu Primary Health Center,Primary,Public,Functional,KD2009,Ninzo South,19020,Sanga
1087,7.75513,11.081,Rahama Nursing Home Dakace,Others,Private,Unknown,KD2302,Dambo,19023,Zaria
1088,7.975412,9.664409,Kwaturu Health Clinic,Primary,Public,Functional,KD0811,Kwaturu,19008,Kachia
1089,7.6622,10.91736,Lawal Shuaibu Clinic,Others,Private,Unknown,KD0412,Zangon Aya,19004,Igabi
1090,7.930793,10.726905,Gurbabiya Primary Health Center,Primary,Public,Functional,KD2102,Gamagira,19021,Soba
1091,7.732369,11.122777,Madugu Primary Health Center,Primary,Public,Unknown,KD1908,Muchiya,19019,Sabon Gari
1092,8.42304,11.17861,Kurmin Jau Health Care,Primary,State Primary HealthCare Development Agency,Functional,KD0510,Saya Saya,19005,Ikara
1093,7.96634,9.73438,Victory Health Clinic,Primary,Public,Unknown,KD0807,Gumel,19008,Kachia
1094,7.825738202,10.69359692,Dokan Yahaya Health Facility,Primary,Others,Functional,KD0403,Fanshanu,19004,Igabi
1095,8.605,9.3444,Ungwar Nungu Primary Health Center,Primary,Public,Unknown,KD2004,Bokana,19020,Sanga
1096,7.405696787,10.50504696,Islamic Medical Foundation Musawa Road Zango,Unknown,Others,Unknown,KD1010,Tudun Wada South,19010,Kaduna South
1097,7.429655,10.481313,Hajia Asama'u Ahmad Makarfi Health Center Barnawa,Primary,Public,Functional,KD1002,Barnawa,19010,Kaduna South
1098,6.860694,11.33111,Maikiyasuwa 1 Health Clinic,Primary,Public,Unknown,KD0111,Tabanni,19001,Birnin Gwari
1099,8.023686,9.488535,Ngarin Health Center,Primary,Public,Functional,KD0607,Nok,19006,Jaba
1100,7.771703,10.376724,Issabe Clinic,Primary,Public,Functional,KD1209,Rimau,19012,Kajuru
1101,7.973633,9.400645,Ankung A Primary Health Center,Primary,Public,Functional,KD0606,Nduya,19006,Jaba
1102,7.404368,10.523953,Fountain Hospital And Maternity,Tertiary,Private,Unknown,KD1007,Sabon Gari South,19010,Kaduna South
1103,8.111233,9.805743,Zuturung Mago Health Clinic,Primary,Public,Functional,KD2204,Kamantan,19022,Zangon Kataf
1104,8.045802,9.697871,Walijo Health Center,Primary,Public,Functional,KD0806,Gidan Tagwai,19008,Kachia
1105,7.539125,11.193104,Shika Health Post,Primary,Public,Functional,KD0309,Shika,19003,Giwa
1106,7.412053,10.542632,Musaka Beto Specialist Hospital,Tertiary,Private,Unknown,KD1001,Badiko,19010,Kaduna South
1107,8.67252,10.0791,Kishi 1 Primary Health Center,Primary,State Primary HealthCare Development Agency,Unknown,KD1703,Garu Mariri,19017,Lere
1108,8.065397,11.487,Yalwan Daji Health Post,Primary,Public,Functional,KD0506,Paki,19005,Ikara
1109,7.871704,11.30389,Tashan Tsamiya Health Clinic,Primary,State Ministry Of Health,Functional,KD1802,Danguziri,19018,Makarfi
1110,7.28018,10.485619,Kadi Primary Health Center,Primary,Public,Functional,KD0208,Nassarawa,19002,Chikun
1111,8.374,10.740342,Kareh Health Post,Primary,Public,Functional,KD1505,Kareh,19015,Kubau
1112,7.911538333,11.34395167,Unguwan Kolo Health Center,Unknown,Unknown,Functional,KD1804,Gimi,19018,Makarfi
1113,8.399607,11.196387,Busunra Health Clinic,Primary,Public,Functional,KD0510,Saya Saya,19005,Ikara
1114,8.58184,9.380697,Ecwa Clinic Fadan Karshi,Primary,NGO/Humanitarian,Unknown,KD2006,Karshi,19020,Sanga
1115,7.949222,9.531356,Gidan Sa'idu Health Post,Primary,Public,Functional,KD0605,Fai,19006,Jaba
1116,7.634277344,10.47827148,Sauki Clinic,Primary,State Primary HealthCare Development Agency,Unknown,KD0204,Kujama,19002,Chikun
1117,8.167806,9.183692,Wasa Primary Health Center,Primary,Public,Functional,KD2011,Wasa,19020,Sanga
1118,8.308339,11.178915,Gimbawa Health Clinic,Primary,Public,Functional,KD0503,Jampalan,19005,Ikara
1119,7.997741,9.709377,2c Healthcare Center,Primary,Public,Unknown,KD0806,Gidan Tagwai,19008,Kachia
1120,6.546779,10.663299,Unguwan Shittu Health Clinic,Primary,Public,Unknown,KD0103,Magajin Gari 1,19001,Birnin Gwari
1121,8.539001,10.403562,Dan Alhaji Primary Health Center,Primary,Public,Unknown,KD1708,Lere,19017,Lere
1122,8.06533,11.30699,Paki Primary Health Care,Primary,State Primary HealthCare Development Agency,Unknown,KD0509,Saulawa,19005,Ikara
1123,6.35103,10.64669,Ikon Allah Nursing And Maternity,Primary,Public,Unknown,KD0102,Kakangi,19001,Birnin Gwari
1124,8.5846274,10.3663751,Health Clinic Damagira,Primary,Others,Functional,KD1708,Lere,19017,Lere
1125,6.688533,10.707223,Pole Wire's Health Center,Primary,Public,Unknown,KD0101,Gayam,19001,Birnin Gwari
1126,7.103547,10.045851,Katarma Primary Healthcare Center,Primary,Public,Unknown,KD0201,Chikun,19002,Chikun
1127,8.239409,9.670793,Sakwak Clinic,Primary,Public,Functional,KD2201,Gidan Jatau,19022,Zangon Kataf
1128,7.90374,10.10066,Idon Hanya Primary Health Center,Primary,Public,Functional,KD1203,Idon,19012,Kajuru
1129,8.44437,9.66044,Kadarko Primary Health Care,Unknown,Unknown,Unknown,KD1304,Kadarko,19013,Kaura
1130,6.35428,10.64994,Sabon Layi Primary Health Center,Primary,Public,Functional,KD0102,Kakangi,19001,Birnin Gwari
1131,8.692688,10.40369,Hayin Gada Cocin Clinic,Others,Missions/Religious,Unknown,KD1701,Abadawa,19017,Lere
1132,7.968993,9.47537,Unguwan Rana Bitaro Primary Health Center,Primary,Public,Functional,KD0603,Dura Bitaro,19006,Jaba
1133,8.194659,10.742704,Wazabi Health Clinic,Primary,Public,Functional,KD1511,Zuntu,19015,Kubau
1134,7.967459,11.363023,Soko Health Center,Primary,Public,Functional,KD1804,Gimi,19018,Makarfi
1135,7.686707,11.09991,Kake Cottage Hospital,Primary,State Ministry Of Health,Functional,KD2305,Kufena,19023,Zaria
1136,8.080027,11.449619,Kuya Health Post,Primary,Public,Functional,KD0505,Kuya,19005,Ikara
1137,7.863892,9.300293,Kuka Primary Health Care,Primary,State Primary HealthCare Development Agency,Unknown,KD1108,Kukuyi,19011,Kagarko
1138,7.900291,11.067937,Gimba Primary Health Care,Primary,Public,Functional,KD2104,Gimba,19021,Soba
1139,7.518225,10.767972,Kwarau Tasha Health Clinic,Primary,Public,Functional,KD0407,Kwarau,19004,Igabi
1140,8.46561,10.09723,Kauna Clinic Maternity,Others,Private,Unknown,KD1405,Geshere,19014,Kauru
1141,7.79498,9.4483,St Geraid Clinic Dogari Kurimi,Tertiary,Private,Unknown,KD1110,Kushe,19011,Kagarko
1142,7.42679,9.930477,Dola Health Clinic,Primary,Public,Unknown,KD0805,Dokwa,19008,Kachia
1143,7.87518,9.56528,Kauna Clinic,Unknown,Unknown,Unknown,KD1101,Aribi,19011,Kagarko
1144,7.5161413,10.3382499,Primary Health Center Kamkomi,Primary,Others,Functional,KD0203,Kakau,19002,Chikun
1145,8.288723,11.074633,Dokan Tagwai Health Clinic,Primary,Public,Functional,KD1508,Mah,19015,Kubau
1146,8.62207,9.223511,Yashi Pah Health Post,Primary,State Primary HealthCare Development Agency,Unknown,KD2003,Ayu,19020,Sanga
1147,7.944948333,10.729095,Liman Ibada Primary Health Center,Unknown,Unknown,Functional,KD2102,Gamagira,19021,Soba
1148,8.38409,9.47414,Fajahi Maternity Clinic,Primary,Public,Unknown,KD0704,Gidan Waya,19007,Jema'A
1149,7.45817,10.44871,Maigari Memorial Hospital,Others,Private,Unknown,KD0211,Sabon Tasha,19002,Chikun
1150,7.65213,11.26991,Kudan General Hospital,Secondary,State Primary HealthCare Development Agency,Functional,KD1603,Hunkuyi,19016,Kudan
1151,7.423304697,11.31887504,Health Clinic Janbaba,Primary,Others,Functional,KD0304,Giwa,19003,Giwa
1152,7.710463,10.803416,Turunku Rural Hospital,Primary,Public,Functional,KD0411,Turunku,19004,Igabi
1153,7.572401,10.881965,Labar Health Center,Primary,Public,Functional,KD0402,Birnin Yero,19004,Igabi
1154,8.233538,9.349719,Jagindi Tasha Health Clinic,Primary,Public,Functional,KD0706,Jagindi,19007,Jema'A
1155,7.904985,11.248407,Godiya Clinic And Martanity,Tertiary,Private,Unknown,KD1809,Nasarawa Wandoya,19018,Makarfi
1156,8.584786,9.38039,Unity Clinic Fadan Karshi,Primary,Public,Unknown,KD2006,Karshi,19020,Sanga
1157,7.785242,10.932492,Rubuchi Health Post,Primary,Public,Functional,KD2313,Wuciciri,19023,Zaria
1158,7.585051,11.055725,Kafin Mardanni Primary Health Center,Primary,Public,Functional,KD2301,Dutsen Abba,19023,Zaria
1159,8.49892,9.6429,Attakar Health Clinic,Primary,Public,Unknown,KD1309,Manchok,19013,Kaura
1160,8.003058756,9.441105823,Godiya Hospital,Primary,State Primary HealthCare Development Agency,Unknown,KD0608,Sabchem,19006,Jaba
1161,7.923404,9.542405,Jenyer Health Post,Primary,Public,Functional,KD1101,Aribi,19011,Kagarko
1162,7.39752,10.36919,Federal Road Safety Hospital,Unknown,Unknown,Unknown,KD0203,Kakau,19002,Chikun
1163,7.4106282,10.0002362,Dokwa Maternity And Primary Health Center,Unknown,Unknown,Unknown,KD0805,Dokwa,19008,Kachia
1164,8.17336,9.50783,Sauki Nursing Home Maternity,Primary,Public,Unknown,KD0709,Kagoma,19007,Jema'A
1165,8.25584,10.87848,Maiyashi Primary Health Care,Primary,Public,Unknown,KD1501,Anchau,19015,Kubau
1166,8.240639,9.758606,Fadia Bakut Primary Health Center,Primary,Public,Functional,KD2210,Zonkwa,19022,Zangon Kataf
1167,7.683831,11.074411,St Martin De Porres Hospital,Primary,Public,Functional,KD2305,Kufena,19023,Zaria
1168,8.22368,10.912009,Maizare Primary Health Center,Primary,Public,Functional,KD2101,Danwata,19021,Soba
1169,8.392237,10.972089,Anchau Gari Health Clinic,Primary,Public,Functional,KD1501,Anchau,19015,Kubau
1170,7.849086,9.523321,Sabon Gari Aribi A Health Post,Primary,Public,Functional,KD1101,Aribi,19011,Kagarko
1171,8.533081,9.016907,Ragga Primary Health Center,Primary,State Primary HealthCare Development Agency,Unknown,KD2009,Ninzo South,19020,Sanga
1172,7.34678,11.20362,Anguwan Tsaunin Mayau Primary Health Center,Unknown,Unknown,Unknown,KD0311,Yakawada,19003,Giwa
1173,7.743124,10.883296,Illa Health Center,Primary,Public,Functional,KD0405,Igabi,19004,Igabi
1174,7.796598,10.081919,Bakira Health Clinic,Primary,Public,Functional,KD1208,Maro,19012,Kajuru
1175,8.645438,10.226615,Baban Fadama Health Clinic,Primary,Public,Functional,KD1707,Lazuru Tuddai,19017,Lere
1176,8.434828,10.899503,Sunday Merternity Home,Primary,Public,Unknown,KD1502,Damau,19015,Kubau
1177,7.5786,10.5786,Dunki Primary Health Care,Primary,State Primary HealthCare Development Agency,Unknown,KD0408,Rigachikun,19004,Igabi
1178,7.71549,11.12147,Almadina Clinic,Others,Public,Unknown,KD1905,Hanwa,19019,Sabon Gari
1179,6.636343,10.791455,Gayam Health Center,Primary,Public,Functional,KD0101,Gayam,19001,Birnin Gwari
1180,7.9535358,9.8691096,Asibitin Ankwa Primary Health Center,Primary,Others,Functional,KD0808,Kachia,19008,Kachia
1181,7.51228,10.69787,Hope Clinic Maternity,Primary,Public,Unknown,KD0407,Kwarau,19004,Igabi
1182,8.383626,9.75741,Ecwa Health Clinic,Primary,NGO/Humanitarian,Unknown,KD2206,Unguwar Gaya,19022,Zangon Kataf
1183,7.45046,10.45178,Omaco Specialist Hospital,Others,Private,Unknown,KD0211,Sabon Tasha,19002,Chikun
1184,7.466506,10.620689,Mai Anguwa Tanko Clinic,Primary,Public,Functional,KD0408,Rigachikun,19004,Igabi
1185,7.285533,11.136856,Rafin Sarki Health Post,Primary,Public,Functional,KD0302,Galadimawa,19003,Giwa
1186,7.734299,11.105131,Nigerian Army Depot Medical Center Zaria Health Post,Others,Public,Functional,KD1907,Jushi,19019,Sabon Gari
1187,7.41489,10.55272,Kurmin Mashi181 Primary Health Care,Primary,Public,Functional,KD1001,Badiko,19010,Kaduna South
1188,8.59668,10.48248,Tasha Kayarda Health Clinic,Primary,State Primary HealthCare Development Agency,Unknown,KD1705,Kayarda,19017,Lere
1189,7.659,11.05374,Sayen Tunkara Health Clinic,Primary,Public,Unknown,KD2301,Dutsen Abba,19023,Zaria
1190,7.651677,11.165215,Rangwame Maternity N Nursing Home,Primary,Public,Unknown,KD1902,Bomo,19019,Sabon Gari
1191,8.149372,9.733069,Kabam Health Clinic,Primary,Public,Functional,KD2204,Kamantan,19022,Zangon Kataf
1192,8.368924,10.132227,Geshere Primary Health Center,Primary,Public,Functional,KD1405,Geshere,19014,Kauru
1193,8.138332,10.691489,C Maude Health Clinc,Primary,Public,Unknown,KD1510,Zabi,19015,Kubau
1194,7.452177,10.56812,Iman Hospital,Tertiary,Private,Unknown,KD0909,Unguwan Dosa,19009,Kaduna North
1195,7.829986,9.381401,Kukui Primary Health Center,Primary,Public,Functional,KD1108,Kukuyi,19011,Kagarko
1196,7.23319,10.62086,Kajari Health Post,Primary,State Primary HealthCare Development Agency,Unknown,KD0205,Kunai,19002,Chikun
1197,8.51603,10.14955,Jama'ar Iya Health Clinic,Primary,Public,Unknown,KD1703,Garu Mariri,19017,Lere
1198,7.878939,9.456638,Sabon Gari Katugal Maternity Child Clinic,Primary,State Primary HealthCare Development Agency,Unknown,KD1107,Katugal,19011,Kagarko
1199,7.413921147,10.45808495,Tbl Kakuri 2 Health Center,Unknown,Unknown,Functional,KD1003,Kakuri Gwari,19010,Kaduna South
1200,6.27724,10.54573,Bugai Health Clinic,Primary,State Primary HealthCare Development Agency,Unknown,KD0106,Randagi,19001,Birnin Gwari
1201,8.52564,9.65137,Sabon Gtari Primary Health Center,Primary,Public,Unknown,KD1310,Zankan,19013,Kaura
1202,8.592252,9.985425,Ribang Primary Health Clinic,Primary,Public,Functional,KD1403,Damakasuwa,19014,Kauru
1203,7.454625,10.342051,Unguwar Ayaba Dispensary,Primary,Public,Functional,KD0203,Kakau,19002,Chikun
1204,7.408242,10.467825,Oxford Hospital,Primary,Public,Functional,KD1005,Makera,19010,Kaduna South
